participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal,V_Cognitive_Alignment,V_Emotional_Resonance,V_Avg_Drift,A_Cognitive_Alignment,A_Emotional_Resonance,A_Avg_Drift,movie_name
aritra,TheFaultInOurStars_006.mp4,2025-11-06 10:36:27.009,72.17,5,86,"[66, 68, 71, 70, 71, 69, 68, 69, 69, 70, 72, 78, 86, 83, 78, 70, 70, 71]",1,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_006.mp4,2025-11-20 08:09:18.843,79.89,6,86,"[75, 77, 79, 84, 85, 82, 80, 78, 76, 76, 77, 85, 86, 83, 80, 76, 78, 81]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_006.mp4,2025-12-25 12:39:39.334,98.4,0,105,"[98, 105, 101, 98, 96, 95, 96, 97, 98, 99, 100, 100, 102, 100, 99, 97, 94, 97, 98, 98]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_007.mp4,2025-10-23 15:50:38.281,65.47,8,74,"[62, 60, 61, 64, 67, 65, 64, 64, 65, 67, 65, 63, 62, 63, 66, 70, 72, 74, 70]",5,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_007.mp4,2025-10-28 15:34:53.566,77.59,0,80,"[77, 79, 79, 80, 79, 77, 75, 75, 76, 76, 77, 78, 80, 79, 77, 78, 77]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_007.mp4,2025-10-29 10:46:23.067,81.8,2,84,"[81, 82, 81, 81, 82, 82, 81, 81, 79, 81, 82, 83, 84, 84, 83]",5,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_007.mp4,2025-11-20 07:57:57.606,77.38,10,87,"[77, 76, 75, 76, 77, 77, 77, 76, 77, 78, 77, 76, 76, 77, 79, 87]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_007.mp4,2025-12-09 14:04:02.445,101.71,0,110,"[98, 99, 100, 101, 101, 103, 103, 104, 109, 110, 105, 102, 103, 102, 100, 104, 101, 100, 96, 97, 98]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_008.mp4,2025-10-15 16:53:15.013,69.04,0,75,"[68, 67, 67, 70, 68, 65, 69, 69, 70, 68, 69, 68, 69, 73, 75, 70, 67, 69, 71, 72, 69, 67, 68]",5,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_008.mp4,2025-10-17 08:42:24.120,82.78,-3,87,"[85, 83, 85, 87, 86, 85, 83, 82, 80, 81, 82, 83, 82, 80, 82, 81, 81, 82]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
pranjal123,TheFaultInOurStars_008.mp4,2025-10-29 10:47:43.083,81.46,-1,84,"[83, 84, 84, 83, 82, 82, 80, 79, 78, 80, 81, 81, 82]",4,2,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_008.mp4,2025-11-06 10:25:07.898,76.74,-4,84,"[76, 76, 76, 77, 78, 79, 79, 82, 84, 83, 80, 78, 77, 74, 72, 72, 71, 72, 72]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_008.mp4,2025-11-16 13:29:09.705,84.82,-1,88,"[85, 84, 84, 85, 86, 85, 86, 85, 85, 85, 86, 86, 88, 88, 86, 86, 83, 82, 81, 82, 84, 84]",1,5,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_008.mp4,2025-11-20 08:06:27.526,75.67,1,83,"[76, 77, 79, 81, 83, 79, 76, 74, 73, 72, 70, 71, 72, 74, 75, 76, 77, 77]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
debjit2001,TheFaultInOurStars_009.mp4,2025-10-15 17:04:25.267,71.79,7,77,"[67, 66, 70, 73, 72, 72, 72, 71, 71, 71, 72, 73, 75, 77, 74, 70, 71, 73, 74]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_009.mp4,2025-10-17 09:57:46.413,79.88,-4,85,"[83, 83, 84, 85, 84, 85, 81, 80, 79, 78, 76, 75, 75, 76, 77, 78, 79]",4,5,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_009.mp4,2025-10-28 15:46:59.754,81.0,-1,87,"[74, 76, 76, 82, 87, 86, 85, 84, 83, 82, 83, 86, 85, 84, 77, 74, 73]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_009.mp4,2025-11-21 12:43:33.551,89.35,5,92,"[85, 83, 83, 90, 91, 91, 89, 90, 92, 92, 91, 89, 90, 91, 91, 91, 90]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_009.mp4,2025-12-09 14:18:56.041,98.05,1,106,"[94, 93, 95, 96, 97, 98, 99, 101, 103, 102, 103, 102, 99, 97, 106, 100, 98, 96, 94, 95, 94, 95]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_010.mp4,2025-10-22 07:21:30.305,61.35,3,65,"[62, 61, 63, 64, 62, 58, 59, 61, 61, 59, 59, 60, 61, 62, 62, 64, 65]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_010.mp4,2025-10-29 10:56:48.405,78.11,-1,80,"[78, 79, 80, 79, 78, 79, 79, 80, 79, 78, 77, 77, 77, 76, 77, 78, 78, 77]",5,4,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_010.mp4,2025-11-06 10:23:34.225,78.16,-3,82,"[81, 82, 81, 81, 80, 80, 79, 79, 78, 77, 77, 76, 75, 76, 76, 76, 76, 77, 78]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_010.mp4,2025-11-21 13:40:59.261,100.68,10,108,"[97, 96, 98, 98, 97, 100, 98, 94, 99, 102, 101, 100, 101, 102, 103, 105, 107, 108, 107]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_010.mp4,2025-12-09 12:59:54.853,107.06,7,112,"[103, 102, 102, 103, 105, 106, 107, 110, 109, 107, 107, 109, 109, 108, 111, 112, 110]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_011.mp4,2025-10-15 17:34:30.450,64.0,2,71,"[63, 61, 59, 60, 62, 65, 71, 68, 66, 67, 67, 63, 61, 62, 63, 64, 65, 65]",5,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_011.mp4,2025-10-29 10:49:42.102,82.44,-2,85,"[83, 85, 84, 84, 83, 84, 83, 82, 81, 82, 82, 81, 81, 81, 82, 81]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_011.mp4,2025-11-06 08:29:06.882,82.79,3,87,"[80, 79, 80, 82, 81, 82, 83, 84, 86, 87, 85, 83, 82, 83, 82, 84, 85, 82, 83]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_011.mp4,2025-11-21 13:30:39.479,93.54,-3,95,"[95, 95, 94, 95, 95, 95, 95, 94, 93, 90, 91, 92, 92]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_011.mp4,2025-12-25 13:36:31.705,97.94,-5,104,"[103, 104, 103, 102, 101, 99, 97, 96, 95, 97, 100, 98, 93, 92, 94, 95, 96, 98]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_012.mp4,2025-10-17 08:50:55.369,83.06,-1,86,"[84, 84, 85, 86, 85, 84, 84, 82, 79, 79, 83, 84, 83, 82, 83, 82, 83]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
pranjal123,TheFaultInOurStars_012.mp4,2025-10-29 11:05:22.177,83.94,-8,89,"[85, 87, 89, 88, 89, 86, 85, 85, 84, 84, 83, 82, 82, 80, 77, 77]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_012.mp4,2025-11-06 08:53:45.509,76.68,-3,83,"[78, 75, 74, 76, 76, 73, 70, 71, 73, 76, 78, 81, 82, 82, 83, 82, 80, 77, 75, 76, 74, 75]",4,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_012.mp4,2025-11-20 08:18:04.988,88.36,8,92,"[84, 83, 85, 87, 89, 90, 89, 90, 90, 90, 89, 90, 89, 92]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_012.mp4,2025-12-25 12:58:07.726,92.22,-6,97,"[96, 95, 97, 97, 92, 90, 91, 92, 92, 90, 91, 90, 91, 90, 91, 93, 92, 90]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_013.mp4,2025-10-23 14:59:01.598,68.0,-12,76,"[76, 71, 68, 70, 72, 71, 69, 65, 68, 69, 64, 66, 69, 66, 67, 65, 64, 64]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_013.mp4,2025-11-06 10:59:58.477,74.5,-2,84,"[78, 73, 72, 76, 78, 82, 84, 80, 77, 76, 74, 71, 71, 71, 70, 68, 68, 70, 75, 76]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_013.mp4,2025-11-21 12:45:35.630,90.72,5,95,"[90, 89, 89, 90, 91, 91, 90, 90, 90, 90, 89, 90, 92, 92, 92, 91, 92, 95]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_013.mp4,2025-12-09 13:16:08.087,105.42,3,110,"[106, 108, 110, 106, 107, 106, 107, 106, 103, 100, 98, 101, 105, 106, 107, 105, 106, 107, 109]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_014.mp4,2025-10-15 17:23:12.126,67.58,0,72,"[66, 68, 69, 68, 66, 67, 68, 69, 70, 72, 71, 68, 66, 66, 66, 67, 65, 66, 66]",4,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_014.mp4,2025-10-17 09:22:26.825,81.58,5,86,"[79, 78, 76, 77, 77, 78, 80, 82, 81, 80, 81, 83, 84, 83, 82, 81, 83, 84, 83, 86, 86, 85, 85, 84]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
pranjal123,TheFaultInOurStars_014.mp4,2025-10-29 11:25:41.011,71.24,1,75,"[72, 71, 69, 68, 70, 69, 68, 68, 68, 70, 73, 74, 71, 70, 71, 73, 75, 74, 75, 74, 73]",4,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_014.mp4,2025-11-06 10:51:52.742,72.24,-4,77,"[77, 73, 71, 71, 75, 75, 71, 68, 69, 70, 71, 72, 73, 72, 73, 74, 73]",2,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_014.mp4,2025-11-21 12:35:39.117,93.33,-1,96,"[93, 94, 96, 95, 95, 94, 93, 95, 93, 92, 91, 92, 93, 92, 92]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_014.mp4,2025-12-09 12:45:05.723,101.16,0,105,"[103, 101, 99, 100, 101, 100, 100, 98, 98, 99, 99, 101, 103, 103, 104, 103, 102, 105, 103]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_015.mp4,2025-10-23 15:32:08.031,67.38,-1,72,"[68, 68, 70, 69, 67, 68, 66, 64, 67, 62, 65, 64, 65, 67, 68, 69, 71, 72, 70, 68, 67]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_015.mp4,2025-10-28 13:47:44.917,66.29,3,70,"[67, 67, 66, 65, 66, 67, 66, 65, 65, 65, 66, 68, 69, 68, 66, 65, 64, 65, 66, 66, 70]",2,5,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_015.mp4,2025-11-21 13:40:17.086,98.06,4,102,"[96, 97, 99, 98, 97, 97, 96, 98, 98, 97, 100, 98, 94, 99, 102, 101, 100]",3,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_015.mp4,2025-12-25 13:25:41.016,95.25,-5,100,"[100, 99, 97, 93, 91, 93, 91, 89, 90, 93, 96, 98, 99, 100, 98, 97, 96, 95, 95, 95]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_016.mp4,2025-10-15 16:31:17.411,69.22,-2,73,"[73, 72, 71, 69, 67, 65, 66, 67, 69, 68, 69, 70, 69, 69, 69, 70, 72, 71]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_016.mp4,2025-10-17 09:17:57.670,85.0,-10,109,"[88, 84, 83, 85, 86, 89, 88, 89, 97, 104, 109, 94, 87, 81, 76, 75, 75, 78, 78, 76, 77, 78, 78]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_016.mp4,2025-11-06 09:02:34.413,75.0,2,82,"[72, 74, 80, 82, 82, 82, 79, 75, 71, 73, 74, 73, 72, 71, 71, 72, 73, 74]",1,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_016.mp4,2025-11-20 07:51:37.030,78.62,3,83,"[77, 78, 77, 76, 76, 78, 78, 80, 83, 81, 80, 79, 78, 78, 79, 80]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_016.mp4,2025-12-09 14:15:25.462,99.88,-2,104,"[101, 101, 102, 101, 104, 103, 101, 100, 99, 97, 98, 99, 98, 97, 98, 99]",3,5,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_017.mp4,2025-10-17 08:59:11.698,79.63,10,86,"[72, 73, 72, 73, 76, 80, 81, 80, 79, 84, 82, 80, 79, 83, 86, 85, 83, 83, 82]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_017.mp4,2025-10-23 15:09:01.997,64.9,-8,72,"[72, 71, 68, 66, 64, 64, 60, 60, 61, 61, 61, 61, 62, 65, 67, 66, 67, 69, 68, 66, 64]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_017.mp4,2025-10-29 11:16:13.031,82.79,0,89,"[81, 82, 85, 84, 80, 82, 85, 87, 89, 87, 85, 84, 83, 81, 79, 79, 79, 80, 81]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_017.mp4,2025-11-06 10:57:08.569,73.47,0,76,"[75, 74, 73, 74, 74, 75, 72, 71, 71, 72, 73, 72, 75, 76, 75]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_017.mp4,2025-11-20 07:47:53.406,79.68,-5,85,"[80, 80, 81, 80, 79, 78, 79, 83, 84, 85, 84, 83, 80, 78, 78, 77, 75, 75, 75]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_017.mp4,2025-12-25 12:34:16.838,96.28,5,103,"[95, 96, 93, 92, 93, 94, 92, 93, 93, 95, 97, 99, 97, 98, 103, 102, 101, 100]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_018.mp4,2025-10-23 15:20:13.474,66.57,-1,69,"[66, 67, 68, 69, 69, 68, 68, 67, 67, 66, 65, 66, 65, 66, 67, 65, 67, 66, 65, 66, 65]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_018.mp4,2025-10-28 15:41:56.604,75.62,-2,79,"[76, 77, 79, 78, 77, 76, 76, 78, 78, 75, 73, 72, 73, 73, 75, 74]",5,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_018.mp4,2025-11-21 13:15:46.182,85.68,0,93,"[83, 82, 84, 86, 87, 86, 84, 83, 84, 85, 86, 88, 92, 93, 89, 88, 83, 82, 83]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
debjit2001,TheFaultInOurStars_019.mp4,2025-10-23 14:53:57.167,74.33,5,79,"[74, 75, 72, 72, 71, 69, 74, 77, 76, 78, 75, 76, 72, 73, 72, 76, 77, 79]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_019.mp4,2025-10-28 13:43:10.803,64.2,2,66,"[63, 64, 63, 62, 63, 65, 66, 65, 66, 64, 65, 63, 63, 66, 65]",5,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_019.mp4,2025-10-29 11:13:36.365,75.0,2,77,"[75, 76, 76, 77, 76, 76, 76, 75, 73, 73, 73, 73, 74, 77]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_019.mp4,2025-11-21 12:27:34.429,94.5,-1,95,"[95, 95, 95, 95, 94, 93, 94, 94, 95, 95, 94, 95, 95, 94]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_019.mp4,2025-12-25 12:32:16.108,94.14,7,99,"[92, 90, 93, 95, 93, 94, 96, 95, 94, 93, 93, 95, 96, 99]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_020.mp4,2025-10-15 17:33:42.299,64.79,0,71,"[63, 66, 67, 66, 67, 66, 64, 63, 61, 59, 60, 62, 65, 71, 68, 66, 67, 67, 63]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_020.mp4,2025-10-29 10:52:35.376,78.0,1,80,"[79, 78, 78, 79, 79, 79, 77, 76, 77, 78, 79, 77, 76, 78, 80]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_020.mp4,2025-11-06 08:42:16.825,72.94,2,75,"[73, 72, 71, 72, 74, 74, 71, 72, 74, 74, 72, 73, 74, 75, 73, 71, 73, 75]",4,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_020.mp4,2025-11-21 12:49:54.332,92.65,2,97,"[90, 91, 89, 91, 92, 93, 94, 93, 95, 95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_020.mp4,2025-12-09 14:02:35.131,99.44,6,103,"[97, 99, 99, 100, 101, 103, 102, 102, 100, 94, 96, 95, 98, 99, 100, 101, 101, 103]",5,5,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_021.mp4,2025-10-17 09:45:14.063,79.16,7,85,"[75, 74, 75, 73, 73, 74, 74, 78, 79, 82, 85, 83, 80, 82, 83, 84, 84, 84, 82]",2,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_021.mp4,2025-10-23 16:04:03.673,67.62,-2,84,"[64, 63, 64, 66, 65, 64, 77, 74, 84, 79, 71, 68, 64, 68, 72, 65, 66, 64, 63, 70, 67, 62, 61, 62]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_021.mp4,2025-10-29 11:51:18.521,81.15,2,84,"[79, 78, 79, 80, 83, 84, 82, 78, 79, 80, 82, 83, 83, 82, 81, 82, 83, 82, 82, 81]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_021.mp4,2025-11-06 10:26:46.147,74.38,6,78,"[72, 72, 73, 74, 73, 76, 75, 74, 74, 72, 71, 73, 77, 78, 78, 78]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_021.mp4,2025-11-21 12:29:17.302,92.94,-2,95,"[95, 95, 94, 90, 88, 89, 92, 94, 95, 94, 95, 94, 93, 92, 93, 94, 93]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_021.mp4,2025-12-25 13:00:55.646,93.7,6,98,"[92, 93, 93, 92, 95, 96, 96, 97, 98, 92, 93, 94, 90, 90, 90, 91, 93, 94, 97, 98]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_022.mp4,2025-10-15 17:00:13.362,69.86,6,74,"[68, 69, 71, 72, 70, 67, 68, 70, 71, 70, 70, 72, 74, 72, 68, 65, 67, 70, 69, 68, 72, 74]",5,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_022.mp4,2025-10-28 15:47:46.444,78.47,-8,86,"[85, 84, 83, 82, 83, 86, 85, 84, 77, 74, 73, 74, 76, 77, 73, 71, 72, 75, 77]",4,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_022.mp4,2025-11-20 07:55:58.794,80.25,2,84,"[78, 78, 78, 80, 83, 84, 83, 80, 79, 79, 80, 79, 79, 80, 81, 80, 83, 81, 80, 80]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_022.mp4,2025-12-25 12:07:04.012,95.65,-3,104,"[100, 104, 103, 100, 99, 93, 89, 90, 92, 95, 97, 98, 96, 93, 94, 91, 92, 94, 96, 97]",4,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_023.mp4,2025-10-17 10:07:31.852,81.67,-4,85,"[84, 83, 84, 83, 84, 85, 84, 83, 81, 78, 77, 78, 80, 81, 80]",4,5,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_023.mp4,2025-10-23 15:28:15.818,67.25,4,76,"[63, 64, 64, 65, 66, 63, 62, 64, 68, 73, 74, 76, 68, 69, 70, 67]",4,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_023.mp4,2025-11-06 11:03:40.574,81.63,5,86,"[76, 75, 73, 77, 85, 83, 84, 83, 84, 86, 85, 82, 81, 82, 82, 83, 86, 83, 81]",4,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_023.mp4,2025-11-20 08:03:46.371,76.05,-3,80,"[77, 78, 78, 79, 76, 75, 74, 75, 77, 76, 75, 74, 74, 74, 75, 78, 80, 76, 74]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_023.mp4,2025-12-25 13:27:52.621,95.05,-1,100,"[99, 97, 96, 95, 96, 94, 96, 98, 100, 97, 93, 89, 91, 89, 91, 94, 96, 95, 97, 98]",5,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_024.mp4,2025-10-23 15:21:20.260,64.38,2,69,"[66, 65, 66, 67, 65, 67, 66, 65, 66, 65, 63, 62, 61, 62, 63, 61, 58, 60, 67, 69, 68]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_024.mp4,2025-10-29 11:22:45.714,73.17,-1,77,"[73, 76, 77, 76, 74, 73, 74, 74, 73, 72, 71, 71, 71, 73, 72, 73, 72, 72]",5,4,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_024.mp4,2025-11-06 08:45:04.232,80.82,9,86,"[75, 76, 76, 76, 78, 81, 84, 82, 80, 78, 81, 84, 84, 85, 84, 86, 84]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_024.mp4,2025-11-21 13:33:59.859,96.75,1,99,"[97, 97, 97, 96, 96, 95, 96, 98, 98, 99, 97, 95, 95, 96, 98, 98]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_024.mp4,2025-12-25 13:25:19.999,96.4,-5,103,"[103, 100, 101, 98, 99, 100, 99, 97, 93, 91, 93, 91, 89, 90, 93, 96, 98, 99, 100, 98]",5,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_025.mp4,2025-10-15 16:53:56.866,69.68,4,75,"[69, 70, 68, 69, 68, 69, 73, 75, 70, 67, 69, 71, 72, 69, 67, 68, 65, 68, 70, 71, 72, 73]",5,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_025.mp4,2025-10-17 08:36:35.979,83.14,1,89,"[82, 84, 82, 81, 76, 77, 78, 79, 80, 81, 84, 85, 86, 85, 87, 89, 87, 89, 86, 85, 83]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_025.mp4,2025-11-06 08:41:44.434,73.57,2,77,"[73, 73, 74, 76, 77, 76, 75, 73, 72, 71, 72, 74, 74, 71, 72, 74, 74, 72, 73, 74, 75]",4,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_025.mp4,2025-11-21 13:18:54.658,87.67,-2,92,"[90, 92, 91, 84, 83, 83, 85, 87, 89, 90, 85, 88, 90, 90, 87, 88, 89, 88, 87, 87, 88]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
